"","CellLineName","H3K4me0","H3K4me1","H3K4me2","H3K4ac1","H3K56me0","H3K56me1","H3K79me0","H3K79me1","H3K79me2","H3K9me0","H3K9me1","H3K9me2","H3K9me3","H3K27me0","H3K27me1","H3K27me2","H3K27me3","H3K36me0","H3K36me1","H3K36me2","H3K36me3","H3K9ac1","H3K14ac0","H3K14ac1","H3K18ac0","H3K18ac1","H3K23ac0","H3K23ac1","H3K23ub1","H3K27ac1"
"ACH-000065","OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.323549649,-0.347622881,-0.311075468,-0.149452293,-0.44681774,-0.981749526,-0.595175654,-0.144676378,0.483491772,-0.708010944,-0.6382844215,0.0358901505,-0.2665593225,1.692301401,-0.43002362325,-1.702860151,-3.239290715,-0.174657281333333,-0.317715405,0.37600625775,0.496885819666667,-0.737473373,-0.448238516,-0.4775366482,-0.140588312666667,-0.584803398,-0.5164463915,-0.345012678,0.131546405,1.300977787
"ACH-000101","KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.10938802,-0.375529375,-0.254102621,0.255339054,-0.334136054,-0.613101396,-0.179114083,-0.347386956,-0.09751334,-0.9247707935,-0.444266136,-0.141024598,0.149686819,1.7563482656,-0.63172444125,-2.904165428,-4.3695948205,-0.723108169333333,-0.5214474084,0.17102347625,0.0189506076666667,-0.491107067,-0.7208755442,-0.019717166,-1.036461427,0.1931682555,-0.4627561525,0.249465588,-2.296466641,1.247975508
"ACH-000241","JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.056144623,-0.047446647,-0.1584158,0.173267216,-0.17225141,NA,0.015936355,0.002634826,-0.004237132,-0.6630523425,-0.2422357105,0.5523514725,0.626582512,0.5139870378,0.4309910605,-0.072592419,-1.170445227,-0.00723263283333334,0.2010893024,0.4157792735,0.432159802666667,-0.6057338305,0.00620273679999998,-0.1390378964,NA,0.0337259485,-0.1560721095,0.2251469855,NA,0.54660387425
"ACH-000398","RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.037611926,-0.198216408,0.140927136,0.443894812,-0.105531246,NA,0.111693929,-0.602770745,-1.15945983,0.148431365,0.4119475745,0.48037201,-0.2220425805,-0.7768465794,-0.62976437575,0.138927201666667,0.580230124,0.293945614666667,-0.6012611878,-1.18136286425,-0.954199890333333,-0.1699387945,-0.2996138464,0.5591216762,NA,-0.0167328365,-0.062113996,0.198773147,NA,-1.001158708
"ACH-000315","KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.857697896,-0.678270811,-0.591791395,0.157866768,-0.054362912,-0.062884331,-0.068345518,-0.106568365,0.300925235,0.140166338,-0.29394655,-0.5220109535,0.059034661,0.5647246314,-1.2453229385,-1.946824266,1.79705527,-0.131227038833333,-0.7102416538,-0.58366938625,0.470543002,0.307203826,0.130114269,-0.2539353404,1.31611006133333,-1.0318392065,-0.5766662225,-0.2176052745,3.473194765,-0.2143970465
"ACH-000806","L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.128535519,-0.193029749,0.339063212,0.333873023,-0.062558363,NA,-0.001705838,-0.278285465,-0.448473197,0.9143873945,0.171077224,-0.495933172,-1.5177165355,-0.4649100572,-0.27420361825,0.291763027333333,0.3902751875,-0.383458742666667,0.2831031778,0.078746974,-0.552376271333333,0.542168064,-0.2011278216,0.0467210116,NA,-0.1393981735,-0.0556439875,-0.1737848215,NA,-0.11546304575
"ACH-000516","CAL78_BONE",-0.41092936,-0.256336887,0.164294261,-0.495783497,-0.384811072,0.072125932,-0.03502348,-0.211961188,0.379745371,-0.416687962,-0.3094959455,-0.2948107845,-0.3425986685,0.3831783718,-0.066402564,-0.198063285666667,-0.6701025545,-0.146055036166667,-0.164590163,0.26145862875,-0.165458294,0.1630841305,-0.1947304604,-0.2854732316,-0.676433859333333,-0.024192946,-0.263502107,-0.039440044,-1.471803168,-0.216427009
"ACH-000643","HDQP1_BREAST",-0.038076712,-0.527611354,-0.442697713,0,-0.419358694,0.228605994,1.797563016,0.248545575,0.125842914,0.247241719,-0.121444119,-0.6242393245,-0.2383539595,-0.2024531982,-0.11605667575,-0.180900086333333,0.285035522,-0.0120822698333333,-0.2810076534,-0.563074127,-0.282642765333333,0.258404608,-0.00631159399999999,-0.1850448364,-0.638751586,-0.2195225345,-0.342022427,-0.309777196,-1.051700581,-0.78215869525
"ACH-000156","MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.377863696,-0.174213964,-0.147836133,0.344585396,0.106033563,NA,0.278924355,0.316670577,0.64142331,0.251106855,0.377885147,0.398544149,0.014114897,-0.3147868554,-0.11685999325,0.235265667666667,0.9437110365,0.2061936035,-0.0906703502,-0.16546809925,0.0314824246666667,-0.137636321,0.1477887766,0.2138171142,NA,0.1764287005,0.169114066,0.218032993,NA,-0.08386501975
"ACH-000492","MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.069141493,-0.241034529,-0.964739157,-0.296376025,-0.082619565,0.080243915,0.089747673,0.068304509,0.341988224,0.131861932,0.123746239,0.354190268,-0.0187688295,0.0303421046,-0.169427359,0.043747073,0.788764397,0.022301949,-0.1553511622,0.37937171,0.376638992,-0.3371237455,-0.1411142784,0.242676624,0.306319564666667,-0.2011563945,-0.087181916,0.237671814,0.215666109,0.20542214975
"ACH-000267","HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.101757794,-0.030662786,0.745242466,-0.557302071,-0.206300641,-0.32988475,-0.121406571,-0.58107406,-0.465239127,-0.222881596,-0.253896833,-0.563371341,-0.1944394835,0.847532837,0.00242674675000001,-0.213679018,-0.2912880945,0.470285741833333,0.1628226918,0.47813089725,0.689386025666667,-0.195675446,-0.0614552778,-0.510650602,0.651567794666667,0.1626155745,0.110067701,-0.186979254,2.433757639,1.14818791175
"ACH-000142","CAL29_URINARY_TRACT",0.218832145,0.623267422,0.482518829,-0.148787803,0.323598585,0.345998984,0.649184108,0.343890752,0.028923288,0.1125038965,0.5026114665,0.287306461,0.0206926255,-0.2241532952,0.1045267145,0.503706967333333,1.1314691345,0.252991639166667,0.0542131618,-0.38247647225,-0.33171358,0.3822085085,0.272137782,0.2499914012,0.691100858,0.6067035295,0.540099577,0.299123822,1.608262835,-0.9518576345
"ACH-001106","KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.544669565,-0.93510784,-0.569825499,-0.000508094,-0.254939639,-0.643258982,-0.299477062,-0.555324319,-0.828536743,-0.187188868,-0.367940181,0.0679239185,-0.4142882935,-0.1498262614,-0.61654893775,-0.312264191,-0.18232242,0.162924382166667,-0.5854965324,-0.57472269425,-0.571225003333333,-0.214808665,-0.2859648302,-0.1605560054,0.588434126666667,-0.638034205,-0.377401265,-0.672355181,2.588746862,-0.36143442125
"ACH-000659","SCLC21H_LUNG",-0.13992291,0.059044534,-0.377365169,NA,0.034659801,-0.009074844,-0.399557604,0.227419774,0.121897881,0.060758695,0.113361894,0.31641125,-0.0760218335,0.5552591706,0.64593202475,-0.547685803333333,-1.6900507035,-0.452317154166667,0.2396663106,0.9140228695,0.120637666666667,0.1195155,-0.1599675048,0.373577707,-0.206140432333333,0.4711101345,0.092662142,0.4664834195,-0.794492151,0.54139199275
"ACH-000392","CALU3_LUNG",-0.71820887,-0.629893804,-0.520022115,-4.404702097,-0.180322427,-0.591955679,-0.125674277,-0.011850452,0.214886199,0.221203212,-0.2179642965,-0.3696455855,-0.545265478,-0.1704514108,-0.09431257675,-0.0902412363333333,-0.246782793,-0.335422446166667,-0.1823237692,-0.3190196955,-0.190872400333333,-0.4605018195,-0.111787668,-0.437081919,-0.044118155,-0.618474105,-0.088570928,-0.7602701955,0.328379572,-0.6947632125
"ACH-000852","NCIH1435_LUNG",0.135055815,0.129633705,-0.099977156,0.213420079,0.033252423,0.111761997,0.001701751,0.132355804,0.159814242,-0.175230355,0.079516556,0.2147014885,-0.041758163,-0.1849882086,-0.182307712,-0.180203283,0.195312385,0.496115602166667,-0.1109037778,-0.73103096425,-0.595937861333333,0.577355289,0.0891056062,0.17272832,NA,0.0094358415,-0.0294878115,0.1481715665,NA,-0.12140143675
"ACH-000886","NCIH2009_LUNG",-0.061579535,-0.079436687,-0.023636779,NA,0.039482798,-0.116658299,-0.208343205,-0.19993325,-0.535497499,0.340962365,0.103395008,-0.517280791,-0.320544624,-0.0941880314,0.38014681025,0.168157988333333,-0.458388408,0.042736684,0.2249571878,0.06072006275,-0.255328145333333,1.038190622,0.3369781548,-0.0790891228,-0.451990067,0.5090535535,0.2159521585,0.366580102,-1.502927615,0.05518940625
"ACH-000894","NCIH1869_LUNG",0.218502776,0.049663843,0.192477944,0.26297274,0.214694303,NA,0.220464319,0.109449647,0.089864682,0.35172213,0.3635314075,0.0368014515,0.1861085775,0.129428284,0.0786957535,-0.0294827376666667,0.6736661605,0.0788677251666667,-0.0219221336,-0.17417105325,0.268821787666667,-0.3076423335,-0.006990095,0.2591985882,NA,-0.1967560685,0.078929093,-0.080958545,NA,-0.43685792725
"ACH-000274","HS852T_SKIN",0.085674276,0.150142275,-0.140595641,0.321943102,0.134946392,0.051311674,-0.000307134,-0.297836947,-1.122226138,-0.283136987,-0.2696529955,0.3761366435,0.339821418,0.7562121158,0.28968222425,-0.781981199,-1.9199980455,-1.15447317233333,0.1095098842,1.22316333975,1.015793295,0.529883383,0.3084702156,-0.0312496308,NA,0.15653507,0.2130308455,0.148887265,NA,0.70172346075
"ACH-000277","HCC1419_BREAST",-0.029021526,0.8928049,0.721078983,1.47976356,0.125406696,0.194857827,0.449507992,-0.672727431,-0.010827121,-0.1574600395,0.233198927,0.3940004275,0.3381931845,0.0090066662,-0.33121581825,-0.0901591273333334,0.4832380905,0.3095464755,0.1273748256,0.04074330375,0.0140650163333333,0.572426745,0.1269569208,0.425186777,0.250452219,0.7885744195,0.3756969985,0.8787278295,-0.18034416,0.820788097
"ACH-000818","BT483_BREAST",-0.298587231,0.53028052,-0.001176844,-1.313018859,-0.120197078,-0.405993375,0.130776868,-0.762968777,0.372933142,-0.4388850285,0.1125065525,-0.162998375,-0.027531195,-1.3486124786,-0.69242008125,-0.630096478666667,-0.3373738075,-1.56564295633333,-0.7995447526,-0.3065510775,-0.674463022,-0.325180981,-0.6209863632,0.2841507524,-0.983009612,-0.804807809,-0.779958321,-0.4347912445,-2.129145323,-1.140848777
"ACH-000194","HS934T_FIBROBLAST",0.205082174,0.035984444,0.632153156,0.40800958,0.237745939,NA,0.280667374,0.187272951,0.005274871,0.1961397255,0.1737864895,0.0124032085,0.0624186855,1.1065519176,0.689497343,-0.389130454,-2.12066005,-0.553067293666667,0.327639701,0.851765013,0.544328158333333,0.408623027,0.1896034058,0.1517450486,NA,-0.753422529,-0.467851977,0.0435658915,NA,0.119450443
"ACH-000066","HCC4006_LUNG",-0.231351771,-0.664274965,0.077055296,-0.645781153,-0.071550459,NA,0.093794985,-0.485652298,-0.699208414,-0.700069521,-0.9073710685,0.0228666175,1.0232359105,-0.4476689218,-0.0939716995,0.0386694413333333,-0.818010887,0.0807494696666667,-0.2434013112,-0.458921103,-0.229264613,-0.8773040575,-0.076850674,-0.4986061736,-0.315285286666667,0.0181772065,0.1387707765,-0.4363876755,-0.314267649,0.219564217
"ACH-000352","HCC1428_BREAST",-0.014877093,0.895661875,1.094795994,-0.315892421,0.222572814,0.040082259,-0.338807249,-0.005475143,-1.998358599,0.071468873,0.031267681,0.2267764295,0.2073973075,0.095132059,-0.10116891575,0.146647187333333,0.3459802485,0.3853838515,0.3117575378,-0.1195116775,-0.308145399666667,0.159247822,0.0850808646,0.1933823806,0.299683197,1.818084918,1.3518584395,0.803674383,0.224153782,0.3164302995
"ACH-000074","KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.210841327,-0.034260483,-0.05119765,-0.205492245,-0.139998601,NA,-0.058798507,-0.068490646,-0.16213308,-0.3042244795,-0.1226828905,-0.0001538585,-0.127164156,0.3642202682,0.440885174,-0.255931960666667,-1.3106711415,0.144718799333333,0.0265167504,0.14169707,-0.343012458666667,-0.976240348,-0.335938679,-0.276247614,NA,-0.261078548,-0.133351307,-0.1012339865,NA,0.085785895
"ACH-000790","SHP77_LUNG",-0.017847415,-0.115651324,-0.097081435,1.301694377,-0.163891226,-4.367865567,-0.138238013,-0.054716056,0.316863957,-0.2258705855,-0.446850415,0.495718309,0.333831804,-0.4893636068,-0.2959638595,-0.120630055666667,0.2574144205,-0.0167185791666667,-0.1109269034,-0.14426206875,0.396607695666667,0.4772789095,-0.435977443,0.6896206518,-0.389299487,0.9159965295,0.216380846,0.809683123,-1.38803334,0.8588909045
"ACH-000772","TE441T_SOFT_TISSUE",-0.158995492,0.644207826,0.326836168,-0.117081904,0.169054974,NA,-0.029241829,0.207739745,0.646370832,0.1912664,0.4224050215,0.100046762,-0.462801745,0.1168117788,-0.0356597465,0.0115359073333333,0.107914597,0.0995247196666667,-0.0770025904,0.0598416415,0.014787613,0.5510515475,0.1664896824,0.154297512,NA,0.264896761,0.0046119645,0.388037994,NA,-0.04899801325
"ACH-000804","NB1_AUTONOMIC_GANGLIA",0.384824328,0.924368097,0.83700015,0.645177303,0.441861654,NA,0.395611357,0.522497789,0.224144962,-0.1414627755,0.3993518525,0.8231924095,0.81958164,0.6014458184,0.5649478455,0.313222391333333,0.170777078,0.403322709166667,0.5612449908,0.95419054825,1.34584104433333,0.6142012975,0.1014117578,0.9045340118,NA,1.413654636,0.7006162275,1.1647064545,NA,1.63305118275
"ACH-000140","PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.770187603,-0.962368989,-0.659298444,-0.844832976,-0.160937093,-0.131336632,0.150195888,-0.418313035,-0.463638768,0.459337087,-0.196974002,-0.63864242,-0.8871099115,0.3493986286,-0.329064461,-1.620330163,1.66090335,0.2855630025,0.0412401562,-0.16397129425,0.0165889013333333,0.117899738,-0.1465407828,-0.3116550206,0.747735328,-0.312800679,-0.107864332,-0.2992900425,2.431913375,0.60547720325
"ACH-000828","ZR7530_BREAST",0.150795376,0.99958142,0.328480404,0.632874619,0.356255164,0.050239465,0.588139957,0.403721486,0.271837208,0.22846272,0.3186114185,0.694803612,0.6289253745,0.8391799444,0.2604455275,0.0953329536666667,-0.6592688355,0.477364743,0.5223524848,0.537690988,1.02145198633333,1.665424425,0.3283243254,1.0861666946,1.10444551966667,1.220949879,0.444708996,1.0134724475,2.83887343,1.62148194275
"ACH-000119","HS863T_FIBROBLAST",-0.142454738,0.094139558,0.197713159,-0.04298104,0.079685848,NA,-0.106078179,0.286137434,0.795612968,0.370379156,-0.2781227635,-0.585284704,-0.453207636,0.693928507,0.30034838575,-0.371120222333333,-0.439874969,0.381428615333333,0.224461971,0.384598474,0.305521442333333,0.21428835,0.0676172082,-0.3603962472,NA,0.405547017,0.026555179,0.296515713,NA,0.79697857425
"ACH-000292","NCIH841_LUNG",-0.139209122,-0.641185416,-0.282604409,-0.074966326,-0.229242852,NA,-0.309719368,-0.186505373,0.27783705,-0.1953625575,-0.1978087325,-0.181488989,-0.10761981,0.0401723202,-0.14236881825,-0.244629019,-0.023416877,0.237234767333333,-0.0177489446,-0.21282863475,0.131276596666667,0.3655445965,0.0373527572,-0.1640469542,NA,-0.1682374,-0.147629417,-0.2633297905,NA,0.50662840375
"ACH-000414","NCIH1944_LUNG",0.082840413,0.61637438,-0.099202673,-0.179953226,0.166554198,-0.116161616,-0.100754337,0.025362131,0.227001924,0.136493628,0.063396771,-0.1618678185,0.689847404,-1.1646286666,-0.2439101705,0.287464604333333,0.5444699475,-0.493018687166667,-0.8570990726,-0.7396806615,-0.0754944243333333,0.1322593,-0.0719913548,0.4160430686,NA,0.2524528405,-0.0757839715,-0.2261667775,NA,-1.3953407745
"ACH-000121","NCIH2405_LUNG",-0.238851887,0.099957661,0.035966518,-0.402817531,-0.108173865,NA,-0.094672741,-0.100771048,0.064286739,-0.4471938565,-0.425354906,-0.443722852,-0.09609411,-0.0995316484,-0.18866511825,-0.112671568666667,-0.3918304945,-0.0534976793333333,-0.2258262692,-0.18111509125,-0.276378429,-0.347570475,0.0173331468,-0.7213076266,NA,-0.169662097,-0.1051625525,-0.3126554865,NA,-0.157429666
"ACH-000233","DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.367927836,0.19167573,0.909953453,0.666641004,0.28985724,0.010979435,0.5021794,0.420326579,0.166947382,0.347687979,0.1242159365,-0.2887105485,0.578038005,0.162093986,0.2996699575,0.247509071333333,0.5564903245,0.332640473,0.0258111428,-0.28947522075,-0.066596611,1.34632784,0.2244019586,0.6186217262,0.716004424333333,-0.1716685425,-0.253786098,0.2947326645,1.722783055,-0.77436244675
"ACH-000603","BEN_LUNG",-0.915346884,0.944903656,-0.081640105,NA,-0.127157761,0.007811363,-0.202005183,0.274833472,0.292447803,-0.2365250305,0.343518044,0.2712635155,-0.213654853,-0.1358798376,0.263300934,-0.526706162666667,-0.834668615,-0.7906801135,0.4172807538,0.62041496975,0.351394334333333,0.5353513725,-0.1383856068,0.4183668262,0.00140441500000003,1.0765384875,-0.0928323215,1.4517780285,-0.560601194,0.938454285
"ACH-000202","COLO320_LARGE_INTESTINE",0.139107082,0.316672097,0.325247384,0.27491733,0.10990688,0.180911244,0.135977628,-0.128435824,-0.506610856,-0.397282226,-0.051646506,0.362762549,0.315160826,0.3781923512,0.441947824,-0.0292614146666667,-0.4493760645,0.0122421106666667,0.5009487664,0.853232553,0.757544504333333,-0.088855584,-0.0630032978,0.1190589214,0.45451939,0.795311736,0.4207869235,0.54333208,1.025943635,1.3978858855
"ACH-000636","RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.163643426,0.175841441,0.359320105,0.257017684,-0.015368206,0.223514846,0.000307134,-0.324920328,-0.383916137,0.271721835,-0.07459697,0.133709701,-0.408795873,0.7315515518,0.031020764,-0.733039284,-1.7335274495,-0.791964862,0.1438573442,1.368353956,0.111423131,-0.3849530695,-0.3849589486,0.199793198,0.441189139333333,0.0639174965,-0.0065297715,0.08964741,1.285167134,0.9148786755
"ACH-000664","SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.000790036,-0.602166236,0.119433926,0.579105165,-0.026735773,-0.710282968,0.117238445,-0.571027784,-1.225007451,1.012154416,0.1530041845,-1.06003734,-0.8199702145,-0.2775962924,-0.07551953875,0.308363202333333,0.551685555,0.2905598095,0.0995643478,-0.32998518975,-0.447578814333333,2.0833625495,-0.1397183416,0.6871237798,-0.206372585,0.211660649,-0.56376472,0.9552055395,-0.978678096,-0.1899744265
"ACH-000372","P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.315639442,-0.062013573,0.639095771,-0.381634524,-0.498484284,NA,-0.417722396,-0.28351082,0.264748808,-0.0802149555,-0.2796080475,-0.215801054,-0.5039852595,-0.3230562546,-0.76237736925,-0.357219853,0.4306869165,-0.338462157,-0.361774598,-0.39665740275,0.304010971333333,-0.0715601235,-0.5677809026,0.1073131266,NA,0.1131961605,-0.387809843,0.1463268405,NA,0.09020846175
"ACH-000802","BFTC905_URINARY_TRACT",-0.286343946,0.021960642,-0.009033295,0.738558647,0.058632351,-0.01232964,-0.053926,-0.29474522,-0.710738212,0.599434265,0.6373707275,0.0062247735,0.000927263499999997,-0.333402823,-0.113872119,0.246150488666667,0.2566688135,0.141217436666667,-0.0549184396,-0.22474353,-0.302231394666667,1.4974751,0.4171150916,0.6794577602,0.146012399666667,0.3390793645,-0.043198083,0.533950772,0.13469055,-0.090560596
"ACH-000792","BFTC909_KIDNEY",0.209435436,0.183865012,0.154793373,0.130598624,0.112303812,-0.173938227,-0.037670856,0.333375745,0.85607065,0.3316243615,0.070895768,-0.176299717,-0.17835183,0.1240503338,0.24430474675,0.066603581,-0.302075506,0.336377165833333,0.3350418416,0.1758506985,-0.101798981,0.90315799,0.3811242986,-0.000713669600000003,-1.26502446166667,0.0928074755,0.08615015,0.0370150525,-3.855788839,0.72458691675
"ACH-000391","MHHES1_BONE",-0.197033002,0.609160263,0.452985802,0.346087868,-0.146119112,0,-0.034281129,-0.374469584,-0.771929603,0.1032016875,0.334705142,0.117463222,-0.2027891345,0.4619274696,0.1514981315,-0.297199364333333,-0.838031709,0.4280290515,0.0656833826,0.6076329965,0.552537323666667,0.7208244225,-0.2668490032,0.696211139,-0.454230282,1.092313405,0.2501267115,0.8717213875,-1.421760234,1.659191704
"ACH-000346","JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0.115572231,0.263866419,0.343794176,-0.122211905,NA,-0.056370895,-0.483376574,-0.537478684,0.286374561,0.3069831025,0.2588681675,-0.5033874215,-0.1865355412,0.099366364,0.118596214666667,0.316840528,-0.0371617728333334,0.1101298024,0.513065283,0.279237716666667,0.7446847145,-0.1448058264,0.582215076,NA,0.78218687,0.1586705415,0.5925165395,NA,0.69084880175
"ACH-000168","NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.446647244,-0.33346813,-0.106971052,-0.408438821,0.151632297,1.219432527,0.240497117,-0.160659793,-0.692195974,-0.350276197,-0.3486657125,-0.035490853,-0.786904003,-0.1496574852,0.547864907,0.453617164,-0.738026801,0.122927862333333,0.1527998806,0.2620701445,0.564622883666667,-0.089317955,-0.4553674138,-0.1888944744,-0.0299617106666667,-0.156090794,-0.4696822295,0.195355351,0.146587037,0.7289364285
"ACH-000775","NCIH727_LUNG",0.052897163,0.41827325,0.318560977,0.126828443,-0.041716686,NA,-0.037037188,0.416487343,0.889837329,0.2834548665,0.439378606,0.0566883335,-0.546264244,-0.970936208,-0.48169599825,0.19567533,0.9442337815,-0.5026522795,-0.093224658,-0.50611024425,-0.410681666666667,0.8356086395,0.2140518688,0.2134946118,NA,0.1355910845,0.068451763,0.2747277145,NA,-0.608137866
"ACH-000150","HCC2935_LUNG",0.035184715,0.377521054,0.079936192,0.268652325,0.107695696,-0.252020805,0.120526751,0.037318194,-0.692640431,-0.014056381,0.1276939485,0.1057386015,0.4901919365,-0.4526122162,-0.3697900145,0.176450519666667,0.360867471,0.33415286,-0.2519890422,-0.4545907935,-0.561441104666667,-0.4588987685,-0.1233670768,0.2236348116,0.431677617,0.8512690135,0.581048667,0.1296231865,1.576227171,-0.06664497525
"ACH-000356","MKN45_STOMACH",0.022061953,-0.451899369,-0.616438421,NA,-0.056088854,-0.080053357,0.121672107,0.443163822,1.304289602,-0.477904007,-0.1107522455,0.0968583715,0.1030868345,-0.7451083036,-0.1127595725,0.208980499333333,-0.3328216245,-0.463863279666667,-0.5495647798,-0.70225997725,-0.611454226666667,-1.3453751795,-0.0888452834,-0.604789207,0.0966590246666667,-1.4321245345,-0.5548852745,-1.0388815895,0.613261733,-1.48978115175
