"","stripped_cell_line_name","CCLE_Name","alias","COSMIC_ID","lineage","lineage_subtype","lineage_sub_subtype","lineage_molecular_subtype","sex","source","Achilles_n_replicates","cell_line_NNMD","culture_type","culture_medium","cas9_activity","RRID","sample_collection_site","primary_or_metastasis","disease","disease_subtype","age","Sanger_model_ID","additional_info","ISG.score"
"ACH-001852","HKGZCC","HKGZCC_BILIARY_TRACT","",NA,"bile_duct","cholangiocarcinoma","intrahepatic","","Male","Academic lab",2,-6.077214288,"Adherent","RPMI 1640 + 10% FBS","4.9","","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"","",NA
"ACH-001853","KMCH1","KMCH1_BILIARY_TRACT","",NA,"bile_duct","cholangiocarcinoma","intrahepatic","","Male","Academic lab",2,-2.610106855,"","","7","CVCL_7970","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"","",NA
"ACH-001856","RBE","RBE_BILIARY_TRACT","",NA,"bile_duct","cholangiocarcinoma","intrahepatic","","Female","Academic lab",1,-3.669142273,"","","18.7","CVCL_4896","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"","",2.22931578947368
"ACH-001857","SG231","SG231_BILIARY_TRACT","",NA,"bile_duct","cholangiocarcinoma","intrahepatic","","Male","Academic lab",1,-2.846317081,"","","5.1","CVCL_0519","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"","",2.23328947368421
"ACH-001858","SSP25","SSP25_BILIARY_TRACT","",NA,"bile_duct","cholangiocarcinoma","intrahepatic","","Female","Academic lab",2,-5.735641278,"Adherent","RPMI 1640 + 10% FBS","5.7","","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"SIDM00275","",3.29571052631579
"ACH-001861","TGBC1TKB","TGBC1TKB_BILIARY_TRACT","TGBC1TKB",NA,"bile_duct","gallbladder_adenocarcinoma","","","Female","Academic lab",NA,NA,"","","","CVCL_1769","lymph_node","Metastasis","Gallbladder Cancer","Adenocarcinoma",NA,"SIDM00252","",4.94994736842105
"ACH-001863","TKKK","TKKK_BILIARY_TRACT","TKKK",NA,"bile_duct","cholangiocarcinoma","intrahepatic","","Male","Academic lab",NA,NA,"","","","","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"","",3.09260526315789
"ACH-001864","YSCCC","YSCCC_BILIARY_TRACT","YSCCC",NA,"bile_duct","cholangiocarcinoma","intrahepatic","","Female","Academic lab",2,-4.471207057,"Adherent","RPMI 1640 + 10% FBS","16","","ascites","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"","",3.84223684210526
"ACH-001955","JHC7","JHC7_BONE","",NA,"bone","chordoma","","","Female","Academic lab",2,-5.818009198,"Adherent","DMEM/F12 (1:1) + 10% FBS","18.4","CVCL_L154","bone","","Bone Cancer","Chordoma",NA,"","",NA
"ACH-001956","MUGCHOR1","MUGCHOR1_BONE","",NA,"bone","chordoma","","","Female","Academic lab",3,-5.367905442,"Adherent","IMDM/RPMI (4:1) + 10% FBS","20.1","CVCL_9277","bone","","Bone Cancer","Chordoma",57,"","",NA
"ACH-001957","UMCHOR1","UMCHOR1_BONE","",NA,"bone","chordoma","","","Male","Academic lab",3,-3.68746951,"Adherent","IMDM/RPMI (4:1) + 1X MEM non-essential amino acids + 10% FBS","10.3","CVCL_1D68","bone","","Bone Cancer","Chordoma",64,"","",NA
"ACH-001958","MS1","MS1_LUNG","MS-1-L, MS1,  Ms1",NA,"lung","SCLC","","","Unknown","Sanger",NA,NA,"","","","CVCL_1429","lung","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,"SIDM00245","",NA
"ACH-001959","CCLP1","CCLP1_BILIARY_TRACT","",NA,"bile_duct","cholangiocarcinoma","intrahepatic","","Female","Academic lab",2,-5.401871857,"","","33.7","CVCL_0205","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"","",2.14452631578947
"ACH-001960","CCSW1","CCSW1_BILIARY_TRACT","",NA,"bile_duct","cholangiocarcinoma","intrahepatic","","Female","Academic lab",2,-4.580466419,"Adherent","RPMI 1640 + 10% FBS","4.7","CVCL_A429","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"","",2.98734210526316
"ACH-001997","ECC2","ECC2_BILIARY_TRACT","",NA,"bile_duct","cholangiocarcinoma","extrahepatic","","Unknown","Academic lab",2,-4.360671103,"Adherent","RPMI + 10% FBS","10.3","","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, extrahepatic",NA,"","",NA
"ACH-001999","9505BIK","9505BIK_PANCREAS","",NA,"pancreas","exocrine","exocrine_adenocarcinoma","","Unknown","Academic lab",1,-4.704383059,"Adherent","DMEM/F12 + 10% FBS","38.4","","pancreas","","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",NA,"","",NA
"ACH-002001","A375SKINCJ1","A375_SKIN_CJ1_RESISTANT","A375 RMR",NA,"skin","melanoma","","","Unknown","Academic lab",2,-4.006453391,"Adherent","RPMI 1640 + 10% FBS + 1% P/S","19.5","","skin","","Skin Cancer","Melanoma",NA,"","Drug resistance: Dabrafenib and Trametinib",2.9415
"ACH-002002","A375SKINCJ2","A375_SKIN_CJ2_RESISTANT","A375 ER-2",NA,"skin","melanoma","","","Unknown","Academic lab",2,-4.238158987,"Adherent","RPMI 1640 + 10% FBS + 1% P/S","10.1","","skin","","Skin Cancer","Melanoma",NA,"","Drug resistance: SCH772984",3.34902631578947
"ACH-002003","A375SKINCJ3","A375_SKIN_CJ3_RESISTANT","A375 RMR SCH 0.25",NA,"skin","melanoma","","","Unknown","Academic lab",2,-3.154694391,"Adherent","RPMI 1640 + 10% FBS + 1% P/S","7.6","","skin","","Skin Cancer","Melanoma",NA,"","Drug resistance: Dabrafenib and Trametinib",NA
"ACH-002004","UACC62SKINCJ1","UACC62_SKIN_CJ1_RESISTANT","UACC62 RMR",NA,"skin","melanoma","","","Unknown","Academic lab",2,-5.774560793,"","","14.5","","skin","","Skin Cancer","Melanoma",NA,"","Drug resistance: Dabrafenib and Trametinib",3.44726315789474
"ACH-002005","SKMEL19","SKMEL19_SKIN","SK-MEL-19",NA,"skin","melanoma","","","Male","Academic lab",2,-3.155158389,"Adherent","RPMI 1640 + 10% FBS + 1% P/S","50","CVCL_6025","skin","","Skin Cancer","Melanoma",50,"","",3.10965789473684
"ACH-002011","MP46","MP46_UVEA","",NA,"eye","uveal_melanoma","","","Male","ATCC",NA,NA,"","","","","uvea","Primary","Eye Cancer","Uveal Melanoma",69,"","",2.13144736842105
"ACH-002015","MEL285","MEL285_UVEA","",NA,"eye","uveal_melanoma","","","Female","Academic lab",1,-3.488534638,"Adherent","RPMI 1640 + 20% FBS (with 3mM L-glutamine)","10.5","","uvea","Primary","Eye Cancer","Uveal Melanoma",49,"","",3.20905263157895
"ACH-002016","MEL290","MEL290_UVEA","",NA,"eye","uveal_melanoma","","","Female","Academic lab",2,-3.822656293,"Adherent","RPMI 1640 + 20% FBS (with 3mM L-glutamine)","42","","uvea","Primary","Eye Cancer","Uveal Melanoma",67,"","",2.73452631578947
"ACH-002017","OMM1","OMM1_UVEA","",NA,"eye","uveal_melanoma","","","Male","Academic lab",1,-1.290679331,"Adherent","RPMI 1640 + 20% FBS (w/3mM L-glutamine)","9","","skin","Metastasis","Eye Cancer","Uveal Melanoma",NA,"","",NA
"ACH-002020","SKGIIIA","SKGIIIA_CERVIX","",NA,"cervix","cervical_carcinoma","","","Female","RIKEN",NA,NA,"","","","CVCL_1704","cervix","Primary","Cervical Cancer","Carcinoma",NA,"SIDM00381","",NA
"ACH-002029","SAS","SAS_UPPER_AERODIGESTIVE_TRACT","",NA,"upper_aerodigestive","upper_aerodigestive_squamous","tongue","","Female","RIKEN",NA,NA,"","","","","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, tongue",NA,"SIDM00351","",NA
"ACH-002040","HMVII","HMVII_SKIN","",NA,"skin","melanoma","","","Female","RIKEN",NA,NA,"","","","CVCL_1282","skin","Primary","Skin Cancer","Melanoma",65,"SIDM00291","",NA
"ACH-002043","CA922","CA922_UPPER_AERODIGESTIVE_TRACT","",NA,"upper_aerodigestive","upper_aerodigestive_carcinoma","gingival","","Male","RIKEN",NA,NA,"","","","CVCL_1102","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Carcinoma, gingival",NA,"SIDM00489","",NA
"ACH-002045","HO1U1","HO1U1_UPPER_AERODIGESTIVE_TRACT","",NA,"upper_aerodigestive","upper_aerodigestive_squamous","oral","","Male","RIKEN",NA,NA,"","","","","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, oral",NA,"SIDM00591","",NA
"ACH-002051","LU134A","LU134A_LUNG","",NA,"lung","SCLC","","","Male","RIKEN",NA,NA,"","","","","lung","Primary","Lung Cancer","Small Cell Lung Cancer (SCLC)",80,"SIDM00296","",NA
"ACH-002052","LU139","LU139_LUNG","",NA,"lung","SCLC","","","Male","RIKEN",NA,NA,"","","","","lung","Primary","Lung Cancer","Small Cell Lung Cancer (SCLC)",63,"SIDM00293","",NA
"ACH-002058","ATN1","ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"blood","ALL","t_cell","","Male","RIKEN",NA,NA,"","","","CVCL_1073","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Lymphoblastic Leukemia (ALL), T-cell",47,"SIDM00233","",NA
"ACH-002059","P30OHK","P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"blood","ALL","b_cell","","Female","RIKEN",2,-3.889785449,"Suspension","RPMI1640+10%FBS","22.5","","bone_marrow","Primary","Leukemia","Acute Lymphoblastic Leukemia (ALL), B-cell",11,"SIDM00364","",NA
"ACH-002062","SLVL","SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"lymphocyte","lymphoma_unspecified","b_cell","","Female","RIKEN",NA,NA,"","","","","haematopoietic_and_lymphoid_tissue","Primary","Lymphoma","B-cell",70,"SIDM00374","",NA
"ACH-002067","NOS1","NOS1_BONE","",NA,"bone","osteosarcoma","","","Male","RIKEN",NA,NA,"","","","CVCL_1610","bone","Primary","Bone Cancer","Osteosarcoma",16,"SIDM00242","",NA
"ACH-002077","LU165","LU165_LUNG","",NA,"lung","SCLC","","","Male","RIKEN",NA,NA,"","","","CVCL_1391","lymph_node","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",50,"SIDM00292","",NA
"ACH-002083","NB69","NB69_AUTONOMIC_GANGLIA","",NA,"peripheral_nervous_system","neuroblastoma","","","Male","RIKEN",NA,NA,"","","","CVCL_1448","autonomic_ganglia","Primary","Neuroblastoma","",1.5,"SIDM00244","",NA
"ACH-002085","HSSYII","HSSYII_LUNG","",NA,"soft_tissue","synovial_sarcoma","","","Unknown","RIKEN",NA,NA,"","","","CVCL_8719","lung","Metastasis","Sarcoma","Synovial",NA,"","",NA
"ACH-002089","201T","201T_LUNG","",1287381,"lung","NSCLC","NSCLC_adenocarcinoma","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"SIDM00055","",NA
"ACH-002090","BB65RCC","BB65RCC_KIDNEY","",753533,"kidney","renal_cell_carcinoma","","","Unknown","Sanger",NA,NA,"","","","","kidney","","Kidney Cancer","Renal Cell Carcinoma",NA,"SIDM00191","",NA
"ACH-002091","CAL39","CAL39_VULVA","",924107,"skin","skin_squamous","","","Unknown","Sanger",NA,NA,"","","","","cervix","","Skin Cancer","Squamous Cell Carcinoma, vulvar",NA,"SIDM00935","",NA
"ACH-002092","CHSA0011","CHSA0011_BONE","",1290767,"bone","chondrosarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Chondrosarcoma",NA,"SIDM00051","",NA
"ACH-002093","CHSA0108","CHSA0108_BONE","",1290768,"bone","chondrosarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Chondrosarcoma",NA,"SIDM00050","",NA
"ACH-002094","CHSA8926","CHSA8926_BONE","",1303912,"bone","chondrosarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Chondrosarcoma",NA,"SIDM00176","",NA
"ACH-002095","CORL303","CORL303_LUNG","",1297438,"lung","SCLC","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,"SIDM00510","",NA
"ACH-002096","CP50MELB","CP50MELB_SKIN","",753545,"skin","melanoma","","","Unknown","Sanger",NA,NA,"","","","","skin","","Skin Cancer","Melanoma",NA,"SIDM00175","",NA
"ACH-002097","CP66MEL","CP66MEL_SKIN","",753546,"skin","melanoma","","","Unknown","Sanger",NA,NA,"","","","","skin","","Skin Cancer","Melanoma",NA,"SIDM00190","",NA
"ACH-002098","CP67MEL","CP67MEL_SKIN","",949092,"skin","melanoma","","","Unknown","Sanger",NA,NA,"","","","","skin","","Skin Cancer","Melanoma",NA,"SIDM00189","",NA
"ACH-002099","CS1","CS1_BONE","",1290795,"bone","chondrosarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Chondrosarcoma",NA,"SIDM00199","",NA
"ACH-002100","DJM1","DJM1_SKIN","",906841,"skin","skin_squamous","","","Unknown","Sanger",NA,NA,"","","","","skin","","Skin Cancer","Squamous Cell Carcinoma",NA,"SIDM00281","",NA
"ACH-002101","EMCBAC1","EMCBAC1_LUNG","",1503369,"lung","NSCLC","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified",NA,"SIDM00048","",NA
"ACH-002102","EMCBAC2","EMCBAC2_LUNG","",1503370,"lung","NSCLC","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified",NA,"SIDM00047","",NA
"ACH-002103","ES1","ES1_BONE","",949158,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00266","",NA
"ACH-002104","ES3","ES3_BONE","",684055,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00265","",NA
"ACH-002105","ES4","ES4_BONE","",949156,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00264","",NA
"ACH-002106","ES5","ES5_BONE","",684057,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00263","",NA
"ACH-002107","ES6","ES6_BONE","",949157,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00262","",NA
"ACH-002108","ES7","ES7_BONE","",684059,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00269","",NA
"ACH-002109","ES8","ES8_BONE","",949155,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00261","",NA
"ACH-002110","EW1","EW1_BONE","",949163,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","CVCL_1208","pleural_effusion","Metastasis","Bone Cancer","Ewings Sarcoma",NA,"SIDM00205","",NA
"ACH-002111","EW11","EW11_BONE","",684062,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","CVCL_1209","lymph_node","Metastasis","Bone Cancer","Ewings Sarcoma",NA,"SIDM00203","",NA
"ACH-002112","EW12","EW12_BONE","",949162,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00200","",NA
"ACH-002113","EW13","EW13_BONE","",949166,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00621","",NA
"ACH-002114","EW16","EW16_BONE","",949165,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00198","",NA
"ACH-002115","EW18","EW18_BONE","",949164,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00197","",NA
"ACH-002116","EW22","EW22_BONE","",949167,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00196","",NA
"ACH-002117","EW24","EW24_BONE","",949168,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","","bone","","Bone Cancer","Ewings Sarcoma",NA,"SIDM00195","",NA
"ACH-002118","EW3","EW3_BONE","",949161,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","CVCL_1216","pleural_effusion","Metastasis","Bone Cancer","Ewings Sarcoma",NA,"SIDM00202","",NA
"ACH-002119","EW7","EW7_BONE","",949160,"bone","Ewing_sarcoma","","","Unknown","Sanger",NA,NA,"","","","CVCL_1217","pleural_effusion","Metastasis","Bone Cancer","Ewings Sarcoma",NA,"SIDM00201","",NA
"ACH-002120","GAK","GAK_SKIN","",910932,"skin","melanoma","","","Unknown","Sanger",NA,NA,"","","","CVCL_1225","lymph_node","Metastasis","Skin Cancer","Melanoma",NA,"SIDM00543","",NA
"ACH-002121","GMEL","GMEL_SKIN","",1240130,"skin","melanoma","","","Unknown","Sanger",NA,NA,"","","","","skin","","Skin Cancer","Melanoma",NA,"SIDM00129","",NA
"ACH-002122","GT3TKB","GT3TKB_STOMACH","",907041,"lung","NSCLC","NSCLC_squamous","","Unknown","Sanger",NA,NA,"","","","CVCL_1237","pleural_effusion","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",NA,"SIDM01231","",NA
"ACH-002123","H2369","H2369_PLEURA","",1290808,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00104","",NA
"ACH-002124","H2373","NCIH2373_PLEURA","",1290809,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00103","",NA
"ACH-002125","H2461","NCIH2461_PLEURA","",1290810,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00102","",NA
"ACH-002126","H2591","NCIH2591_PLEURA","",1240131,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00101","",NA
"ACH-002127","H2595","NCIH2595_PLEURA","",1240132,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00100","",NA
"ACH-002128","H2722","NCIH2722_PLEURA","",1290812,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00099","",NA
"ACH-002129","H2731","NCIH2731_PLEURA","",1240134,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00098","",NA
"ACH-002130","H2795","NCIH2795_PLEURA","",1290813,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00154","",NA
"ACH-002131","H2803","NCIH2803_PLEURA","",1240135,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00309","",NA
"ACH-002132","H2804","NCIH2804_PLEURA","",1240136,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00310","",NA
"ACH-002133","H2810","NCIH2810_PLEURA","",1240137,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00311","",NA
"ACH-002134","H2818","NCIH2818_PLEURA","",1290814,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00520","",NA
"ACH-002135","H2869","NCIH2869_PLEURA","",1240138,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00519","",NA
"ACH-002136","H290","H290_PLEURA","",1240139,"lung","mesothelioma","","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Mesothelioma",NA,"SIDM00518","",NA
"ACH-002138","H513","H513_LUNG","",1240141,"lung","NSCLC","NSCLC_adenosquamous","","Unknown","Sanger",NA,NA,"","","","","lung","","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",NA,"","",NA
"ACH-002139","HA7RCC","HA7RCC_KIDNEY","",753558,"kidney","renal_cell_carcinoma","","","Unknown","Sanger",NA,NA,"","","","","kidney","","Kidney Cancer","Renal Cell Carcinoma",NA,"SIDM00188","",NA
"ACH-002140","HEY","HEY_OVARY","",1479988,"ovary","ovary_adenocarcinoma","high_grade_serous","","Unknown","Sanger",NA,NA,"","","","","ovary","","Ovarian Cancer","Adenocarcinoma, high grade serous",NA,"SIDM00968","",NA
"ACH-002141","HSC39","HSC39_STOMACH","",1322224,"gastric","gastric_adenocarcinoma","signet_ring_cell","","Unknown","Sanger",NA,NA,"","","","CVCL_A385","ascites","Metastasis","Gastric Cancer","Adenocarcinoma, signet ring cell",NA,"SIDM00045","",NA
"ACH-002142","HUO3N1","HUO3N1_BONE","",909977,"bone","osteosarcoma","","","Unknown","Sanger",NA,NA,"","","","CVCL_1297","bone","","Bone Cancer","Osteosarcoma",NA,"SIDM00584","",NA
"ACH-002143","ISTMEL1","ISTMEL1_SKIN","",907172,"skin","melanoma","","","Unknown","Sanger",NA,NA,"","","","","skin","","Skin Cancer","Melanoma",NA,"SIDM00225","",NA
"ACH-002144","ISTSL1","ISTSL1_LUNG","",753564,"lung","SCLC","","","Unknown","Sanger",NA,NA,"","","","CVCL_1313","lymph_node","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,"SIDM00223","",NA
"ACH-002145","ISTSL2","ISTSL2_LUNG","",753565,"lung","SCLC","","","Unknown","Sanger",NA,NA,"","","","CVCL_1314","pleural_effusion","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,"SIDM00230","",NA
"ACH-002146","JHOS3","JHOS3_OVARY","",1480358,"ovary","ovary_adenocarcinoma","serous","","Unknown","Sanger",NA,NA,"","","","","ovary","","Ovarian Cancer","Adenocarcinoma, serous",NA,"SIDM00304","",NA
"ACH-002147","K2","K2_SKIN","",1298160,"skin","melanoma","","","Unknown","Sanger",NA,NA,"","","","","skin","","Skin Cancer","Melanoma",NA,"SIDM00126","",NA
"ACH-002148","K5","K5_THYROID","",924238,"thyroid","thyroid_carcinoma","","","Unknown","Sanger",NA,NA,"","","","","thyroid","","Thyroid Cancer","Carcinoma, follicular",NA,"SIDM00056","",NA
"ACH-002149","KGN","KGN_OVARY","",924186,"ovary","granulosa_cell_tumor","","","Unknown","Sanger",NA,NA,"","","","CVCL_0375","abdomen","","Ovarian Cancer","Granulosa Cell Tumor",NA,"SIDM00302","",NA
"ACH-002150","LB1047RCC","LB1047RCC_KIDNEY","",753577,"kidney","renal_cell_carcinoma","","","Unknown","Sanger",NA,NA,"","","","","kidney","","Kidney Cancer","Renal Cell Carcinoma",NA,"SIDM00187","",NA
"ACH-002151","LB2241RCC","LB2241RCC_KIDNEY","",753578,"kidney","renal_cell_carcinoma","","","Unknown","Sanger",NA,NA,"","","","","kidney","","Kidney Cancer","Renal Cell Carcinoma",NA,"SIDM00186","",NA
"ACH-002152","LB2518MEL","LB2518MEL_SKIN","",753579,"skin","melanoma","","","Unknown","Sanger",NA,NA,"","","","","skin","","Skin Cancer","Melanoma",NA,"SIDM00185","",NA
"ACH-002153","LB373MELD","LB373MELD_SKIN","",753581,"skin","melanoma","","","Unknown","Sanger",NA,NA,"","","","","skin","","Skin Cancer","Melanoma",NA,"SIDM00184","",NA
